Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-3.09911964862284e-05
Haiku,Aesthetic_Appeal,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,-2.2142730791746023e-06
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.0008787834388945871
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,0.0006533150249318441
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,-0.001084801504715848
Haiku,Aesthetic_Appeal,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,-0.001038580457393431
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,-0.0030174246841210292
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.0005127265241264673
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,-0.0006523080725624115
Haiku,Aesthetic_Appeal,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.0001600654575400578
Haiku,Aesthetic_Appeal,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.0003112515554694051
Haiku,Aesthetic_Appeal,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.001440649125237003
Haiku,Aesthetic_Appeal,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.0034855450769213352
Haiku,Aesthetic_Appeal,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.011525067057595323
Haiku,Aesthetic_Appeal,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.00036018730241755615
Haiku,Aesthetic_Appeal,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.003972139943971802
Haiku,Aesthetic_Appeal,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,0.0002146000430720844
Haiku,Aesthetic_Appeal,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.02073306960690518
Haiku,Aesthetic_Appeal,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.0003870545286722724
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,-0.0029265717061994624
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,0.0001040581111766375
Haiku,Aesthetic_Appeal,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,0.00041448204066448164
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-0.005163660218059524
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-0.002136572677168304
Haiku,Aesthetic_Appeal,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.0064856337928605855
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,0.02809510790868204
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.00032693548238126247
Haiku,Aesthetic_Appeal,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,-0.0007647796948157725
Haiku,Aesthetic_Appeal,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,1.1107055472967012e-05
Haiku,Aesthetic_Appeal,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.017213777585395936
Haiku,Aesthetic_Appeal,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,-0.0004894333560227134
Haiku,Aesthetic_Appeal,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.0012989599080800763
Haiku,Aesthetic_Appeal,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,0.0040227819248726746
Haiku,Aesthetic_Appeal,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.0007129961918789474
Haiku,Aesthetic_Appeal,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0019482388838720477
Haiku,Aesthetic_Appeal,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.0009237189979809126
Haiku,Aesthetic_Appeal,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,-0.00015615204352840699
Haiku,Aesthetic_Appeal,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.0003125826575721864
Haiku,Aesthetic_Appeal,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.00023782437230860287
Haiku,Aesthetic_Appeal,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,-0.00011689817584185237
Haiku,Aesthetic_Appeal,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,-0.00012215027459070292
Haiku,Aesthetic_Appeal,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,2.3742979955776953e-05
Haiku,Aesthetic_Appeal,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.0173326810545289
Haiku,Aesthetic_Appeal,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.0036326446132590915
Haiku,Aesthetic_Appeal,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,-0.00039137999769723664
Haiku,Aesthetic_Appeal,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,-7.573518799452387e-05
Haiku,Aesthetic_Appeal,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.0
Haiku,Aesthetic_Appeal,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,-0.000279458887498918
Haiku,Aesthetic_Appeal,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.0013261459648416468
Haiku,Aesthetic_Appeal,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,-0.00451775679725241
Haiku,Aesthetic_Appeal,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,-0.00038373669483954877
Haiku,Aesthetic_Appeal,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,-1.7465376500932722e-05
Haiku,Aesthetic_Appeal,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-0.0003649948440361533
Haiku,Aesthetic_Appeal,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.0002648586932003858
Haiku,Creativity,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.00027033322719108917
Haiku,Creativity,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,0.00032112019647001494
Haiku,Creativity,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-0.0003555628705309116
Haiku,Creativity,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,-0.0001231175667606463
Haiku,Creativity,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.005944927742299754
Haiku,Creativity,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,-0.0001847900535895394
Haiku,Creativity,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,-0.000772780663373072
Haiku,Creativity,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,-0.0008428896531641553
Haiku,Creativity,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.001407057809159788
Haiku,Creativity,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-0.00020701611405232666
Haiku,Creativity,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,-8.404929554455767e-05
Haiku,Creativity,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,0.008598767580922808
Haiku,Creativity,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.0006760208641204365
Haiku,Creativity,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,0.0
Haiku,Creativity,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,-8.58545565066627e-05
Haiku,Creativity,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-0.00010603131572101453
Haiku,Creativity,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.0020707400814725567
Haiku,Creativity,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-0.00011919921134613458
Haiku,Creativity,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.0
Haiku,Creativity,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.0
Haiku,Creativity,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,0.00020672027061396383
Haiku,Creativity,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-1.3085984681825001e-05
Haiku,Creativity,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.00032229232517518247
Haiku,Creativity,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.0014168619313082798
Haiku,Creativity,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,-6.880090666828508e-06
Haiku,Creativity,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.002111698264839932
Haiku,Creativity,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.0007354520668034964
Haiku,Creativity,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,3.5133247235541485e-05
Haiku,Creativity,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.0016245841582372522
Haiku,Creativity,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.0
Haiku,Creativity,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.00986156006361252
Haiku,Creativity,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,7.962328147799288e-05
Haiku,Creativity,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.001220663757677759
Haiku,Creativity,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,-2.0755880201743605e-05
Haiku,Creativity,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.0006017177657818802
Haiku,Creativity,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.0
Haiku,Creativity,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.016078973379980304
Haiku,Creativity,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,5.452491286905257e-06
Haiku,Creativity,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,-1.1896938706569151e-06
Haiku,Creativity,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.00015072298118021794
Haiku,Creativity,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.0005399696152530976
Haiku,Creativity,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.00037491317318082487
Haiku,Creativity,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,-1.1857801473891469e-05
Haiku,Creativity,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.00026132793684001334
Haiku,Creativity,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-1.7837332430659205e-06
Haiku,Creativity,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.003510440994553948
Haiku,Creativity,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,-0.0019537504081282827
Haiku,Creativity,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.0
Haiku,Creativity,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-8.170532856420118e-07
Haiku,Creativity,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,2.9592429855136492e-05
Haiku,Creativity,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,-0.00019892839946315013
Haiku,Creativity,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-0.00015832559423602344
Haiku,Creativity,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0003193832418984501
Haiku,Creativity,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-0.009215218011002408
Haiku,Creativity,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.002214239093905112
Haiku,Creativity,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,-2.3183249246203675e-05
Haiku,Creativity,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-0.006468331689712809
Haiku,Creativity,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,-0.0004547165686694189
Haiku,Creativity,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.001398154378299019
Haiku,Creativity,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,-0.0028961074394188895
Haiku,Creativity,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.0
Haiku,Creativity,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.008634414054889704
Haiku,Creativity,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,6.329682257165806e-07
Haiku,Creativity,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,-0.010905970318285692
Haiku,Creativity,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.0
Haiku,Creativity,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,-0.0008676914709816271
Haiku,Creativity,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.012074959356281459
Haiku,Creativity,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.00014913409473047898
Haiku,Creativity,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0
Haiku,Creativity,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,9.46438293445485e-05
Haiku,Creativity,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.0
Haiku,Creativity,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,0.002966735877685986
Haiku,Creativity,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.0
Haiku,Creativity,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,5.758662853829412e-06
Haiku,Creativity,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,-6.129486596287357e-06
Haiku,Creativity,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,4.7678819402388674e-05
Haiku,Creativity,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.0003058313422733015
Haiku,Creativity,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,0.0003395759443259586
Haiku,Creativity,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.0002879199906715794
Haiku,Creativity,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.00010107952716211116
Haiku,Creativity,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,-1.661004531689846e-05
Haiku,Creativity,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,0.008706326961701559
Haiku,Creativity,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.0
Haiku,Creativity,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.009218261292101258
Haiku,Creativity,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,-0.0003285881005872849
Haiku,Creativity,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,3.483558417286795e-05
Haiku,Creativity,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.0021535527926235466
Haiku,Creativity,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,-0.0021296263552611568
Haiku,Creativity,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,0.0004970801582980997
Haiku,Creativity,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,3.56394236848402e-05
Haiku,Moved,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.0013141306478389968
Haiku,Moved,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,0.0017694777809553648
Haiku,Moved,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-0.001443676830031049
Haiku,Moved,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,3.972157871266072e-05
Haiku,Moved,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.000643024999626579
Haiku,Moved,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,0.0016020803564436815
Haiku,Moved,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.0007428315394833585
Haiku,Moved,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.0006884964128536201
Haiku,Moved,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.000618241699211392
Haiku,Moved,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,0.0012757950151093948
Haiku,Moved,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.012047203380371872
Haiku,Moved,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-0.0006004855589273919
Haiku,Moved,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,-0.000265858091491697
Haiku,Moved,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.0019472475018434273
Haiku,Moved,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.0019083731930506934
Haiku,Moved,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,0.0011513607683353376
Haiku,Moved,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.00022915677211308977
Haiku,Moved,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-0.0036584891469419742
Haiku,Moved,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.0020090533417038235
Haiku,Moved,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.0031942194237832436
Haiku,Moved,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,-0.0009623850546503077
Haiku,Moved,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,0.0013751098994068912
Haiku,Moved,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.0016074890342778032
Haiku,Moved,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.0015900409547655108
Haiku,Moved,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,-0.002566580175973783
Haiku,Moved,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.018583675144709544
Haiku,Moved,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-0.0004471626035849904
Haiku,Moved,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,0.0009118151972171745
Haiku,Moved,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.0014850855091502783
Haiku,Moved,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.00023961405616270033
Haiku,Moved,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.0010127052835285954
Haiku,Moved,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.000652377947714664
Haiku,Moved,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.012634688842040886
Haiku,Moved,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.0017529115939797463
Haiku,Moved,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.008141540194173425
Haiku,Moved,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.003104448280517382
Haiku,Moved,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.0015751321408224322
Haiku,Moved,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.0017002581020921694
Haiku,Moved,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.0005276821644961263
Haiku,Moved,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.005609585839171375
Haiku,Moved,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,-0.0004973950343905481
Haiku,Moved,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.0023751441769435844
Haiku,Moved,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,0.0023236944491292705
Haiku,Moved,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,-0.004132706531885036
Haiku,Moved,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.009039023398216273
Haiku,Moved,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.0019162398085530933
Haiku,Moved,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.0011355894435076202
Haiku,Moved,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-0.0006148912563756969
Haiku,Moved,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-0.0007544637122204971
Haiku,Moved,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,-0.00015737252897243885
Haiku,Moved,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,0.0021709837275940658
Haiku,Moved,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,0.002210910164068627
Haiku,Moved,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0006925915206511152
Haiku,Moved,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-0.001855015886453389
Haiku,Moved,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.001490746542716639
Haiku,Moved,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.006833740481982059
Haiku,Moved,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,8.576600802378955e-05
Haiku,Moved,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.00033672429083837465
Haiku,Moved,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.0012469461716214658
Haiku,Moved,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.0014874539638041523
Haiku,Moved,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.002062327639843298
Haiku,Moved,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,-0.0041313653045591085
Haiku,Moved,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.00020274945070346143
Haiku,Moved,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,-0.005575692448634978
Haiku,Moved,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.00043381120861902807
Haiku,Moved,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,-0.0033882873292266132
Haiku,Moved,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,-0.0007147927011814789
Haiku,Moved,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.001976980767759843
Haiku,Moved,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0033759252229982966
Haiku,Moved,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,-0.0002854666225046431
Haiku,Moved,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,-0.003294379051350429
Haiku,Moved,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,-0.0022136642397985926
Haiku,Moved,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.0018335809127628
Haiku,Moved,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.022808465781132117
Haiku,Moved,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.0006746754917544857
Haiku,Moved,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,0.0008123308886358006
Haiku,Moved,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.0032997058877867733
