Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Senryu,Originality,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,9.28392458608332e-05
Senryu,Originality,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,-4.637064982405434e-05
Senryu,Originality,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.00014860723279179383
Senryu,Originality,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,0.005528123742139513
Senryu,Originality,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.0013790716983135467
Senryu,Originality,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.0015050740997507874
Senryu,Originality,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.00020423475396004188
Senryu,Originality,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-7.735415513123283e-05
Senryu,Originality,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.0018712230867149406
Senryu,Originality,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-0.0016056436829028258
Senryu,Originality,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,9.950201490071706e-05
Senryu,Originality,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.0002622373882713989
Senryu,Originality,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,3.634637874137116e-05
Senryu,Originality,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,0.0004547761012693643
Senryu,Originality,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.00017940663707129246
Senryu,Originality,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-4.1119440182495967e-05
Senryu,Originality,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,6.23127249862078e-05
Senryu,Originality,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.0011315490029912975
Senryu,Originality,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,0.0005469416799128256
Senryu,Originality,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,0.00017450283079937568
Senryu,Originality,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,-6.676107375889251e-05
Senryu,Originality,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.0004595165718985491
Senryu,Originality,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,2.6296321057709698e-05
Senryu,Originality,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,6.26703719515041e-06
Senryu,Originality,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.00014336182410788637
Senryu,Originality,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,0.0022000460715186506
Senryu,Originality,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.000652943621723876
Senryu,Originality,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,2.9131919659548947e-05
Senryu,Originality,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.0009335739921393798
Senryu,Originality,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,-0.000602954215474771
Senryu,Originality,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,1.7048633585350495e-05
Senryu,Originality,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.002280736470612292
Senryu,Originality,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.0012236954141764279
Senryu,Originality,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.0008683764034808553
Senryu,Originality,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-0.002318458469676493
Senryu,Originality,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,-0.00013809117791326907
Senryu,Originality,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.002403958438400451
Senryu,Originality,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,-7.969345119810065e-05
Senryu,Originality,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.0003023933945417399
Senryu,Originality,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.0003182938032034375
Senryu,Originality,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,0.0007565874495795718
Senryu,Originality,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.0007504614358401173
Senryu,Originality,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-0.0003334021368752282
Senryu,Originality,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.0009437868963155033
Senryu,Originality,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.0016813726471614746
Senryu,Originality,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.00010810422039560246
Senryu,Originality,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,0.0026822103406598176
Senryu,Originality,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,9.054707233029044e-05
Senryu,Originality,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,0.0018130710098347472
Senryu,Originality,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,9.082485979695367e-05
Senryu,Originality,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0002002262313242065
Senryu,Originality,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,0.0006257223491002475
Senryu,Originality,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.0005865048508259918
Senryu,Originality,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.00012816527687817066
Senryu,Originality,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-0.0001561980361479568
Senryu,Originality,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.0005546917451695807
Senryu,Originality,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.0014690044531312676
Senryu,Originality,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.00013876832169729445
Senryu,Originality,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.000668489305812518
Senryu,Originality,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.002283681193013643
Senryu,Originality,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.00021612442824111178
Senryu,Originality,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.00010479298604787289
Senryu,Originality,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,8.873055167722971e-05
Senryu,Originality,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,-0.0009778258228260437
Senryu,Originality,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.00044386420708463804
Senryu,Originality,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.0005089525110554576
Senryu,Originality,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,-0.0001327211994389914
Senryu,Originality,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,2.4842357631467846e-05
Senryu,Originality,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.0006542439383046198
Senryu,Originality,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,0.0004744752476568446
Senryu,Originality,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,-0.00043734540546596523
Senryu,Originality,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.0027121837635074994
Senryu,Originality,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.0002953030747045998
Senryu,Originality,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,0.00012876914609917986
Senryu,Originality,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.0005746241665695802
Senryu,Originality,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,5.1337127038600214e-05
Senryu,Originality,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.004215008006862038
Senryu,Originality,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.0012038137176892433
Senryu,Originality,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.0001696746951989571
Senryu,Originality,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,-0.0020613003255068297
Senryu,Originality,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,8.7646067102494e-06
Senryu,Originality,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.006641889946250269
Senryu,Originality,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.0002820256470909976
Senryu,Originality,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,-0.0007469490249899218
Senryu,Originality,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.0012821877716201401
Senryu,Originality,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,-6.243643182850874e-05
Senryu,Originality,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-0.0002218579743685706
Senryu,Originality,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.00023362195331680087
Senryu,Vivid_Imagery,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,-0.004681405172500479
Senryu,Vivid_Imagery,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,0.0009821638143602198
Senryu,Vivid_Imagery,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.00014232918060157115
Senryu,Vivid_Imagery,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,3.8919878584743706e-05
Senryu,Vivid_Imagery,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,7.005264475887739e-05
Senryu,Vivid_Imagery,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.0004908665338697937
Senryu,Vivid_Imagery,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,-0.0019598936436675827
Senryu,Vivid_Imagery,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,0.0001897901574712186
Senryu,Vivid_Imagery,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,8.618195639855973e-05
Senryu,Vivid_Imagery,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-0.0010861373861958464
Senryu,Vivid_Imagery,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.0012441107256617617
Senryu,Vivid_Imagery,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.0008048109634195094
Senryu,Vivid_Imagery,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-1.0515191705939265e-05
Senryu,Vivid_Imagery,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.0012730866529661552
Senryu,Vivid_Imagery,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,6.583653578714857e-05
Senryu,Vivid_Imagery,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.008938533201693575
Senryu,Vivid_Imagery,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,0.00225057465505853
Senryu,Vivid_Imagery,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-1.3533317914645614e-05
Senryu,Vivid_Imagery,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.0017264620302504148
Senryu,Vivid_Imagery,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,4.341735005916207e-05
Senryu,Vivid_Imagery,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.001150423745094815
Senryu,Vivid_Imagery,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-1.7805375457428643e-05
Senryu,Vivid_Imagery,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-0.0024180471425010236
Senryu,Vivid_Imagery,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,-0.007398793668447583
Senryu,Vivid_Imagery,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,4.693587515842833e-05
Senryu,Vivid_Imagery,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,-2.0614151926148007e-07
Senryu,Vivid_Imagery,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,-0.0021574776543275883
Senryu,Vivid_Imagery,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,3.5448545863088126e-05
Senryu,Vivid_Imagery,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.014023896199134873
Senryu,Vivid_Imagery,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.01696832601910799
Senryu,Vivid_Imagery,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.0009880589609984809
Senryu,Vivid_Imagery,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-0.0004529453228016541
Senryu,Vivid_Imagery,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,-0.0005180455013163541
Senryu,Vivid_Imagery,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,-2.6774510729989135e-05
Senryu,Vivid_Imagery,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.0007422288194176793
Senryu,Vivid_Imagery,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.00020983903207832656
Senryu,Vivid_Imagery,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,-0.00016148041509981073
Senryu,Vivid_Imagery,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,1.1877103712458352e-05
Senryu,Vivid_Imagery,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,-6.704174139484617e-06
Senryu,Vivid_Imagery,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.0001860359468966094
Senryu,Vivid_Imagery,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.01393106737459214
Senryu,Vivid_Imagery,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-0.0007330540242154761
Senryu,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-0.00012351208130839913
Senryu,Vivid_Imagery,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,0.0007550218321415872
Senryu,Vivid_Imagery,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,-1.167786057862859e-07
Senryu,Vivid_Imagery,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-5.809278256909329e-06
Senryu,Vivid_Imagery,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,3.699166398039296e-05
Senryu,Vivid_Imagery,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,-7.183191237920765e-06
Senryu,Vivid_Imagery,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-0.002491937603760202
Senryu,Vivid_Imagery,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.00013341746265708494
Senryu,Vivid_Imagery,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,-7.209941717363242e-05
Senryu,Vivid_Imagery,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.0009604877738103857
Senryu,Vivid_Imagery,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.0074524455285548815
Senryu,Vivid_Imagery,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.0017444295434761326
Senryu,Vivid_Imagery,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,8.851189445240753e-05
Senryu,Vivid_Imagery,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,0.0010490250633441358
Senryu,Vivid_Imagery,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,-1.5060728165042272e-05
Senryu,Vivid_Imagery,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,-0.0016023866743154229
Senryu,Vivid_Imagery,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,1.5484942586584989e-06
Senryu,Vivid_Imagery,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,-3.9416984003257956e-08
Senryu,Vivid_Imagery,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,0.0027248952923568832
Senryu,Vivid_Imagery,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,-5.3051478664771696e-05
Senryu,Vivid_Imagery,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,-3.966907549739873e-05
Senryu,Vivid_Imagery,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,-4.549405450619343e-06
Senryu,Vivid_Imagery,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.0414438062249785
Senryu,Vivid_Imagery,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,-8.506168613633272e-06
Senryu,Vivid_Imagery,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,-0.0038816398725665733
Senryu,Vivid_Imagery,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,-0.00021132371134039557
Senryu,Vivid_Imagery,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.005595612216750858
Senryu,Vivid_Imagery,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,0.002710276746889784
Senryu,Vivid_Imagery,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,-7.485757444728923e-05
Senryu,Vivid_Imagery,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,-1.6307349137141732e-05
Senryu,Vivid_Imagery,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.00019488948058006536
Senryu,Vivid_Imagery,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,0.0004991990992502483
Senryu,Vivid_Imagery,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,-0.00010693735207804126
Senryu,Vivid_Imagery,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-0.0049701363385264855
Senryu,Vivid_Imagery,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.0
